

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
 0198-Jan-01 00:00:00, 1793377.500000000, , ,  8476.530739,
 0199-Jan-01 00:00:00, 1793742.500000000, , ,  8466.891037,
 0200-Jan-01 00:00:00, 1794107.500000000, , ,  8457.254553,
 0201-Jan-01 00:00:00, 1794473.500000000, , ,  8447.594872,
 0202-Jan-01 00:00:00, 1794838.500000000, , ,  8437.964757,
 0203-Jan-01 00:00:00, 1795203.500000000, , ,  8428.337787,
 0204-Jan-01 00:00:00, 1795568.500000000, , ,  8418.713936,
 0205-Jan-01 00:00:00, 1795934.500000000, , ,  8409.066827,
 0206-Jan-01 00:00:00, 1796299.500000000, , ,  8399.449153,
 0207-Jan-01 00:00:00, 1796664.500000000, , ,  8389.834526,
 0208-Jan-01 00:00:00, 1797029.500000000, , ,  8380.222923,
 0209-Jan-01 00:00:00, 1797395.500000000, , ,  8370.587998,
 0210-Jan-01 00:00:00, 1797760.500000000, , ,  8360.982378,
 0211-Jan-01 00:00:00, 1798125.500000000, , ,  8351.379709,
 0212-Jan-01 00:00:00, 1798490.500000000, , ,  8341.779967,
 0213-Jan-01 00:00:00, 1798856.500000000, , ,  8332.156840,
 0214-Jan-01 00:00:00, 1799221.500000000, , ,  8322.562887,
 0215-Jan-01 00:00:00, 1799586.500000000, , ,  8312.971790,
 0216-Jan-01 00:00:00, 1799951.500000000, , ,  8303.383522,
 0217-Jan-01 00:00:00, 1800317.500000000, , ,  8293.771804,
 0218-Jan-01 00:00:00, 1800682.500000000, , ,  8284.189133,
 0219-Jan-01 00:00:00, 1801047.500000000, , ,  8274.609221,
 0220-Jan-01 00:00:00, 1801412.500000000, , ,  8265.032042,
 0221-Jan-01 00:00:00, 1801778.500000000, , ,  8255.431345,
 0222-Jan-01 00:00:00, 1802143.500000000, , ,  8245.859570,
 0223-Jan-01 00:00:00, 1802508.500000000, , ,  8236.290456,
 0224-Jan-01 00:00:00, 1802873.500000000, , ,  8226.723979,
 0225-Jan-01 00:00:00, 1803239.500000000, , ,  8217.133917,
 0226-Jan-01 00:00:00, 1803604.500000000, , ,  8207.572650,
 0227-Jan-01 00:00:00, 1803969.500000000, , ,  8198.013948,
 0228-Jan-01 00:00:00, 1804334.500000000, , ,  8188.457787,
 0229-Jan-01 00:00:00, 1804700.500000000, , ,  8178.877972,
 0230-Jan-01 00:00:00, 1805065.500000000, , ,  8169.326828,
 0231-Jan-01 00:00:00, 1805430.500000000, , ,  8159.778152,
 0232-Jan-01 00:00:00, 1805795.500000000, , ,  8150.231920,
 0233-Jan-01 00:00:00, 1806161.500000000, , ,  8140.661965,
 0234-Jan-01 00:00:00, 1806526.500000000, , ,  8131.120556,
 0235-Jan-01 00:00:00, 1806891.500000000, , ,  8121.581520,
 0236-Jan-01 00:00:00, 1807256.500000000, , ,  8112.044831,
 0237-Jan-01 00:00:00, 1807622.500000000, , ,  8102.484348,
 0238-Jan-01 00:00:00, 1807987.500000000, , ,  8092.952289,
 0239-Jan-01 00:00:00, 1808352.500000000, , ,  8083.422505,
 0240-Jan-01 00:00:00, 1808717.500000000, , ,  8073.894973,
 0241-Jan-01 00:00:00, 1809083.500000000, , ,  8064.343575,
 0242-Jan-01 00:00:00, 1809448.500000000, , ,  8054.820479,
 0243-Jan-01 00:00:00, 1809813.500000000, , ,  8045.299563,
 0244-Jan-01 00:00:00, 1810178.500000000, , ,  8035.780801,
 0245-Jan-01 00:00:00, 1810544.500000000, , ,  8026.238100,
 0246-Jan-01 00:00:00, 1810909.500000000, , ,  8016.723581,
 0247-Jan-01 00:00:00, 1811274.500000000, , ,  8007.211144,
 0248-Jan-01 00:00:00, 1811639.500000000, , ,  7997.700766,
 0249-Jan-01 00:00:00, 1812005.500000000, , ,  7988.166375,
 0250-Jan-01 00:00:00, 1812370.500000000, , ,  7978.660047,
 0251-Jan-01 00:00:00, 1812735.500000000, , ,  7969.155705,
 0252-Jan-01 00:00:00, 1813100.500000000, , ,  7959.653324,
 0253-Jan-01 00:00:00, 1813466.500000000, , ,  7950.126855,
 0254-Jan-01 00:00:00, 1813831.500000000, , ,  7940.628331,
 0255-Jan-01 00:00:00, 1814196.500000000, , ,  7931.131697,
 0256-Jan-01 00:00:00, 1814561.500000000, , ,  7921.636927,
 0257-Jan-01 00:00:00, 1814927.500000000, , ,  7912.117993,
 0258-Jan-01 00:00:00, 1815292.500000000, , ,  7902.626887,
 0259-Jan-01 00:00:00, 1815657.500000000, , ,  7893.137574,
 0260-Jan-01 00:00:00, 1816022.500000000, , ,  7883.650029,
 0261-Jan-01 00:00:00, 1816388.500000000, , ,  7874.138243,
 0262-Jan-01 00:00:00, 1816753.500000000, , ,  7864.654168,
 0263-Jan-01 00:00:00, 1817118.500000000, , ,  7855.171789,
 0264-Jan-01 00:00:00, 1817483.500000000, , ,  7845.691083,
 0265-Jan-01 00:00:00, 1817849.500000000, , ,  7836.186057,
 0266-Jan-01 00:00:00, 1818214.500000000, , ,  7826.708627,
 0267-Jan-01 00:00:00, 1818579.500000000, , ,  7817.232797,
 0268-Jan-01 00:00:00, 1818944.500000000, , ,  7807.758542,
 0269-Jan-01 00:00:00, 1819310.500000000, , ,  7798.259889,
 0270-Jan-01 00:00:00, 1819675.500000000, , ,  7788.788718,
 0271-Jan-01 00:00:00, 1820040.500000000, , ,  7779.319050,
 0272-Jan-01 00:00:00, 1820405.500000000, , ,  7769.850861,
 0273-Jan-01 00:00:00, 1820771.500000000, , ,  7760.358193,
 0274-Jan-01 00:00:00, 1821136.500000000, , ,  7750.892894,
 0275-Jan-01 00:00:00, 1821501.500000000, , ,  7741.429002,
 0276-Jan-01 00:00:00, 1821866.500000000, , ,  7731.966493,
 0277-Jan-01 00:00:00, 1822232.500000000, , ,  7722.479423,
 0278-Jan-01 00:00:00, 1822597.500000000, , ,  7713.019610,
 0279-Jan-01 00:00:00, 1822962.500000000, , ,  7703.561107,
 0280-Jan-01 00:00:00, 1823327.500000000, , ,  7694.103890,
 0281-Jan-01 00:00:00, 1823693.500000000, , ,  7684.622030,
 0282-Jan-01 00:00:00, 1824058.500000000, , ,  7675.167317,
 0283-Jan-01 00:00:00, 1824423.500000000, , ,  7665.713817,
 0284-Jan-01 00:00:00, 1824788.500000000, , ,  7656.261507,
 0285-Jan-01 00:00:00, 1825154.500000000, , ,  7646.784470,
 0286-Jan-01 00:00:00, 1825519.500000000, , ,  7637.334470,
 0287-Jan-01 00:00:00, 1825884.500000000, , ,  7627.885587,
 0288-Jan-01 00:00:00, 1826249.500000000, , ,  7618.437797,
 0289-Jan-01 00:00:00, 1826615.500000000, , ,  7608.965196,
 0290-Jan-01 00:00:00, 1826980.500000000, , ,  7599.519522,
 0291-Jan-01 00:00:00, 1827345.500000000, , ,  7590.074870,
 0292-Jan-01 00:00:00, 1827710.500000000, , ,  7580.631213,
 0293-Jan-01 00:00:00, 1828076.500000000, , ,  7571.162660,
 0294-Jan-01 00:00:00, 1828441.500000000, , ,  7561.720927,
 0295-Jan-01 00:00:00, 1828806.500000000, , ,  7552.280118,
 0296-Jan-01 00:00:00, 1829171.500000000, , ,  7542.840209,
 0297-Jan-01 00:00:00, 1829537.500000000, , ,  7533.375317,
 0298-Jan-01 00:00:00, 1829902.500000000, , ,  7523.937138,
 0299-Jan-01 00:00:00, 1830267.500000000, , ,  7514.499787,
 0300-Jan-01 00:00:00, 1830632.500000000, , ,  7505.063239,
 0301-Jan-01 00:00:00, 1830998.500000000, , ,  7495.601620,
 0302-Jan-01 00:00:00, 1831363.500000000, , ,  7486.166609,
 0303-Jan-01 00:00:00, 1831728.500000000, , ,  7476.732328,
 0304-Jan-01 00:00:00, 1832093.500000000, , ,  7467.298755,
 0305-Jan-01 00:00:00, 1832459.500000000, , ,  7457.840022,
 0306-Jan-01 00:00:00, 1832824.500000000, , ,  7448.407792,
 0307-Jan-01 00:00:00, 1833189.500000000, , ,  7438.976197,
 0308-Jan-01 00:00:00, 1833554.500000000, , ,  7429.545212,
 0309-Jan-01 00:00:00, 1833920.500000000, , ,  7420.088977,
 0310-Jan-01 00:00:00, 1834285.500000000, , ,  7410.659142,
 0311-Jan-01 00:00:00, 1834650.500000000, , ,  7401.229845,
 0312-Jan-01 00:00:00, 1835015.500000000, , ,  7391.801062,
 0313-Jan-01 00:00:00, 1835381.500000000, , ,  7382.346938,
 0314-Jan-01 00:00:00, 1835746.500000000, , ,  7372.919112,
 0315-Jan-01 00:00:00, 1836111.500000000, , ,  7363.491727,
 0316-Jan-01 00:00:00, 1836476.500000000, , ,  7354.064759,
 0317-Jan-01 00:00:00, 1836842.500000000, , ,  7344.612359,
 0318-Jan-01 00:00:00, 1837207.500000000, , ,  7335.186155,
 0319-Jan-01 00:00:00, 1837572.500000000, , ,  7325.760295,
 0320-Jan-01 00:00:00, 1837937.500000000, , ,  7316.334757,
 0321-Jan-01 00:00:00, 1838303.500000000, , ,  7306.883693,
 0322-Jan-01 00:00:00, 1838668.500000000, , ,  7297.458725,
 0323-Jan-01 00:00:00, 1839033.500000000, , ,  7288.034005,
 0324-Jan-01 00:00:00, 1839398.500000000, , ,  7278.609509,
 0325-Jan-01 00:00:00, 1839764.500000000, , ,  7269.159394,
 0326-Jan-01 00:00:00, 1840129.500000000, , ,  7259.735275,
 0327-Jan-01 00:00:00, 1840494.500000000, , ,  7250.311308,
 0328-Jan-01 00:00:00, 1840859.500000000, , ,  7240.887468,
 0329-Jan-01 00:00:00, 1841225.500000000, , ,  7231.437914,
 0330-Jan-01 00:00:00, 1841590.500000000, , ,  7222.014258,
 0331-Jan-01 00:00:00, 1841955.500000000, , ,  7212.590658,
 0332-Jan-01 00:00:00, 1842320.500000000, , ,  7203.167089,
 0333-Jan-01 00:00:00, 1842686.500000000, , ,  7193.717709,
 0334-Jan-01 00:00:00, 1843051.500000000, , ,  7184.294129,
 0335-Jan-01 00:00:00, 1843416.500000000, , ,  7174.870509,
 0336-Jan-01 00:00:00, 1843781.500000000, , ,  7165.446823,
 0337-Jan-01 00:00:00, 1844147.500000000, , ,  7155.997230,
 0338-Jan-01 00:00:00, 1844512.500000000, , ,  7146.573341,
 0339-Jan-01 00:00:00, 1844877.500000000, , ,  7137.149314,
 0340-Jan-01 00:00:00, 1845242.500000000, , ,  7127.725126,
 0341-Jan-01 00:00:00, 1845608.500000000, , ,  7118.274931,
 0342-Jan-01 00:00:00, 1845973.500000000, , ,  7108.850346,
 0343-Jan-01 00:00:00, 1846338.500000000, , ,  7099.425527,
 0344-Jan-01 00:00:00, 1846703.500000000, , ,  7090.000450,
 0345-Jan-01 00:00:00, 1847069.500000000, , ,  7080.549267,
 0346-Jan-01 00:00:00, 1847434.500000000, , ,  7071.123599,
 0347-Jan-01 00:00:00, 1847799.500000000, , ,  7061.697601,
 0348-Jan-01 00:00:00, 1848164.500000000, , ,  7052.271249,
 0349-Jan-01 00:00:00, 1848530.500000000, , ,  7042.818690,
 0350-Jan-01 00:00:00, 1848895.500000000, , ,  7033.391553,
 0351-Jan-01 00:00:00, 1849260.500000000, , ,  7023.963990,
 0352-Jan-01 00:00:00, 1849625.500000000, , ,  7014.535975,
 0353-Jan-01 00:00:00, 1849991.500000000, , ,  7005.081653,
 0354-Jan-01 00:00:00, 1850356.500000000, , ,  6995.652662,
 0355-Jan-01 00:00:00, 1850721.500000000, , ,  6986.223147,
 0356-Jan-01 00:00:00, 1851086.500000000, , ,  6976.793084,
 0357-Jan-01 00:00:00, 1851452.500000000, , ,  6967.336611,
 0358-Jan-01 00:00:00, 1851817.500000000, , ,  6957.905378,
 0359-Jan-01 00:00:00, 1852182.500000000, , ,  6948.473525,
 0360-Jan-01 00:00:00, 1852547.500000000, , ,  6939.041028,
 0361-Jan-01 00:00:00, 1852913.500000000, , ,  6929.582016,
 0362-Jan-01 00:00:00, 1853278.500000000, , ,  6920.148156,
 0363-Jan-01 00:00:00, 1853643.500000000, , ,  6910.713578,
 0364-Jan-01 00:00:00, 1854008.500000000, , ,  6901.278260,
 0365-Jan-01 00:00:00, 1854374.500000000, , ,  6891.816323,
 0366-Jan-01 00:00:00, 1854739.500000000, , ,  6882.379448,
 0367-Jan-01 00:00:00, 1855104.500000000, , ,  6872.941760,
 0368-Jan-01 00:00:00, 1855469.500000000, , ,  6863.503234,
 0369-Jan-01 00:00:00, 1855835.500000000, , ,  6854.037984,
 0370-Jan-01 00:00:00, 1856200.500000000, , ,  6844.597709,
 0371-Jan-01 00:00:00, 1856565.500000000, , ,  6835.156523,
 0372-Jan-01 00:00:00, 1856930.500000000, , ,  6825.714404,
 0373-Jan-01 00:00:00, 1857296.500000000, , ,  6816.245454,
 0374-Jan-01 00:00:00, 1857661.500000000, , ,  6806.801391,
 0375-Jan-01 00:00:00, 1858026.500000000, , ,  6797.356322,
 0376-Jan-01 00:00:00, 1858391.500000000, , ,  6787.910223,
 0377-Jan-01 00:00:00, 1858757.500000000, , ,  6778.437184,
 0378-Jan-01 00:00:00, 1859122.500000000, , ,  6768.988949,
 0379-Jan-01 00:00:00, 1859487.500000000, , ,  6759.539610,
 0380-Jan-01 00:00:00, 1859852.500000000, , ,  6750.089144,
 0381-Jan-01 00:00:00, 1860218.500000000, , ,  6740.611630,
 0382-Jan-01 00:00:00, 1860583.500000000, , ,  6731.158835,
 0383-Jan-01 00:00:00, 1860948.500000000, , ,  6721.704839,
 0384-Jan-01 00:00:00, 1861313.500000000, , ,  6712.249621,
 0385-Jan-01 00:00:00, 1861679.500000000, , ,  6702.767244,
 0386-Jan-01 00:00:00, 1862044.500000000, , ,  6693.309503,
 0387-Jan-01 00:00:00, 1862409.500000000, , ,  6683.850465,
 0388-Jan-01 00:00:00, 1862774.500000000, , ,  6674.390107,
 0389-Jan-01 00:00:00, 1863140.500000000, , ,  6664.902480,
 0390-Jan-01 00:00:00, 1863505.500000000, , ,  6655.439406,
 0391-Jan-01 00:00:00, 1863870.500000000, , ,  6645.974939,
 0392-Jan-01 00:00:00, 1864235.500000000, , ,  6636.509056,
 0393-Jan-01 00:00:00, 1864601.500000000, , ,  6627.015792,
 0394-Jan-01 00:00:00, 1864966.500000000, , ,  6617.546999,
 0395-Jan-01 00:00:00, 1865331.500000000, , ,  6608.076717,
 0396-Jan-01 00:00:00, 1865696.500000000, , ,  6598.604921,
 0397-Jan-01 00:00:00, 1866062.500000000, , ,  6589.105632,
 0398-Jan-01 00:00:00, 1866427.500000000, , ,  6579.630734,
 0399-Jan-01 00:00:00, 1866792.500000000, , ,  6570.154250,
 0400-Jan-01 00:00:00, 1867157.500000000, , ,  6560.676156,
 0401-Jan-01 00:00:00, 1867523.500000000, , ,  6551.170466,
 0402-Jan-01 00:00:00, 1867888.500000000, , ,  6541.689142,
 0403-Jan-01 00:00:00, 1868253.500000000, , ,  6532.206244,
 0404-Jan-01 00:00:00, 1868618.500000000, , ,  6522.721803,
 0405-Jan-01 00:00:00, 1868984.500000000, , ,  6513.209857,
 0406-Jan-01 00:00:00, 1869349.500000000, , ,  6503.722415,
 0407-Jan-01 00:00:00, 1869714.500000000, , ,  6494.233520,
 0408-Jan-01 00:00:00, 1870079.500000000, , ,  6484.743202,
 0409-Jan-01 00:00:00, 1870445.500000000, , ,  6475.225484,
 0410-Jan-01 00:00:00, 1870810.500000000, , ,  6465.732406,
 0411-Jan-01 00:00:00, 1871175.500000000, , ,  6456.237995,
 0412-Jan-01 00:00:00, 1871540.500000000, , ,  6446.742282,
 0413-Jan-01 00:00:00, 1871906.500000000, , ,  6437.219275,
 0414-Jan-01 00:00:00, 1872271.500000000, , ,  6427.721044,
 0415-Jan-01 00:00:00, 1872636.500000000, , ,  6418.221599,
 0416-Jan-01 00:00:00, 1873001.500000000, , ,  6408.720973,
 0417-Jan-01 00:00:00, 1873367.500000000, , ,  6399.193161,
 0418-Jan-01 00:00:00, 1873732.500000000, , ,  6389.690257,
 0419-Jan-01 00:00:00, 1874097.500000000, , ,  6380.186261,
 0420-Jan-01 00:00:00, 1874462.500000000, , ,  6370.681203,
 0421-Jan-01 00:00:00, 1874828.500000000, , ,  6361.149068,
 0422-Jan-01 00:00:00, 1875193.500000000, , ,  6351.641975,
 0423-Jan-01 00:00:00, 1875558.500000000, , ,  6342.133909,
 0424-Jan-01 00:00:00, 1875923.500000000, , ,  6332.624902,
 0425-Jan-01 00:00:00, 1876289.500000000, , ,  6323.088928,
 0426-Jan-01 00:00:00, 1876654.500000000, , ,  6313.578126,
 0427-Jan-01 00:00:00, 1877019.500000000, , ,  6304.066473,
 0428-Jan-01 00:00:00, 1877384.500000000, , ,  6294.553999,
 0429-Jan-01 00:00:00, 1877750.500000000, , ,  6285.014668,
 0430-Jan-01 00:00:00, 1878115.500000000, , ,  6275.500640,
 0431-Jan-01 00:00:00, 1878480.500000000, , ,  6265.985881,
 0432-Jan-01 00:00:00, 1878845.500000000, , ,  6256.470422,
 0433-Jan-01 00:00:00, 1879211.500000000, , ,  6246.928219,
 0434-Jan-01 00:00:00, 1879576.500000000, , ,  6237.411446,
 0435-Jan-01 00:00:00, 1879941.500000000, , ,  6227.894063,
 0436-Jan-01 00:00:00, 1880306.500000000, , ,  6218.376100,
 0437-Jan-01 00:00:00, 1880672.500000000, , ,  6208.831508,
 0438-Jan-01 00:00:00, 1881037.500000000, , ,  6199.312473,
 0439-Jan-01 00:00:00, 1881402.500000000, , ,  6189.792948,
 0440-Jan-01 00:00:00, 1881767.500000000, , ,  6180.272964,
 0441-Jan-01 00:00:00, 1882133.500000000, , ,  6170.726465,
 0442-Jan-01 00:00:00, 1882498.500000000, , ,  6161.205650,
 0443-Jan-01 00:00:00, 1882863.500000000, , ,  6151.684465,
 0444-Jan-01 00:00:00, 1883228.500000000, , ,  6142.162941,
 0445-Jan-01 00:00:00, 1883594.500000000, , ,  6132.615019,
 0446-Jan-01 00:00:00, 1883959.500000000, , ,  6123.092906,
 0447-Jan-01 00:00:00, 1884324.500000000, , ,  6113.570543,
 0448-Jan-01 00:00:00, 1884689.500000000, , ,  6104.047961,
 0449-Jan-01 00:00:00, 1885055.500000000, , ,  6094.499100,
 0450-Jan-01 00:00:00, 1885420.500000000, , ,  6084.976169,
 0451-Jan-01 00:00:00, 1885785.500000000, , ,  6075.453110,
 0452-Jan-01 00:00:00, 1886150.500000000, , ,  6065.929952,
 0453-Jan-01 00:00:00, 1886516.500000000, , ,  6056.380635,
 0454-Jan-01 00:00:00, 1886881.500000000, , ,  6046.857370,
 0455-Jan-01 00:00:00, 1887246.500000000, , ,  6037.334097,
 0456-Jan-01 00:00:00, 1887611.500000000, , ,  6027.810845,
 0457-Jan-01 00:00:00, 1887977.500000000, , ,  6018.261554,
 0458-Jan-01 00:00:00, 1888342.500000000, , ,  6008.738437,
 0459-Jan-01 00:00:00, 1888707.500000000, , ,  5999.215431,
 0460-Jan-01 00:00:00, 1889072.500000000, , ,  5989.692567,
 0461-Jan-01 00:00:00, 1889438.500000000, , ,  5980.143787,
 0462-Jan-01 00:00:00, 1889803.500000000, , ,  5970.621298,
 0463-Jan-01 00:00:00, 1890168.500000000, , ,  5961.099042,
 0464-Jan-01 00:00:00, 1890533.500000000, , ,  5951.577049,
 0465-Jan-01 00:00:00, 1890899.500000000, , ,  5942.029262,
 0466-Jan-01 00:00:00, 1891264.500000000, , ,  5932.507884,
 0467-Jan-01 00:00:00, 1891629.500000000, , ,  5922.986860,
 0468-Jan-01 00:00:00, 1891994.500000000, , ,  5913.466218,
 0469-Jan-01 00:00:00, 1892360.500000000, , ,  5903.919908,
 0470-Jan-01 00:00:00, 1892725.500000000, , ,  5894.400123,
 0471-Jan-01 00:00:00, 1893090.500000000, , ,  5884.880812,
 0472-Jan-01 00:00:00, 1893455.500000000, , ,  5875.362005,
 0473-Jan-01 00:00:00, 1893821.500000000, , ,  5865.817654,
 0474-Jan-01 00:00:00, 1894186.500000000, , ,  5856.299945,
 0475-Jan-01 00:00:00, 1894551.500000000, , ,  5846.782829,
 0476-Jan-01 00:00:00, 1894916.500000000, , ,  5837.266337,
 0477-Jan-01 00:00:00, 1895282.500000000, , ,  5827.724430,
 0478-Jan-01 00:00:00, 1895647.500000000, , ,  5818.209277,
 0479-Jan-01 00:00:00, 1896012.500000000, , ,  5808.694839,
 0480-Jan-01 00:00:00, 1896377.500000000, , ,  5799.181145,
 0481-Jan-01 00:00:00, 1896743.500000000, , ,  5789.642164,
 0482-Jan-01 00:00:00, 1897108.500000000, , ,  5780.130050,
 0483-Jan-01 00:00:00, 1897473.500000000, , ,  5770.618771,
 0484-Jan-01 00:00:00, 1897838.500000000, , ,  5761.108357,
 0485-Jan-01 00:00:00, 1898204.500000000, , ,  5751.572785,
 0486-Jan-01 00:00:00, 1898569.500000000, , ,  5742.064193,
 0487-Jan-01 00:00:00, 1898934.500000000, , ,  5732.556555,
 0488-Jan-01 00:00:00, 1899299.500000000, , ,  5723.049902,
 0489-Jan-01 00:00:00, 1899665.500000000, , ,  5713.518223,
 0490-Jan-01 00:00:00, 1900030.500000000, , ,  5704.013633,
 0491-Jan-01 00:00:00, 1900395.500000000, , ,  5694.510119,
 0492-Jan-01 00:00:00, 1900760.500000000, , ,  5685.007709,
 0493-Jan-01 00:00:00, 1901126.500000000, , ,  5675.480406,
 0494-Jan-01 00:00:00, 1901491.500000000, , ,  5665.980301,
 0495-Jan-01 00:00:00, 1901856.500000000, , ,  5656.481392,
 0496-Jan-01 00:00:00, 1902221.500000000, , ,  5646.983708,
 0497-Jan-01 00:00:00, 1902587.500000000, , ,  5637.461264,
 0498-Jan-01 00:00:00, 1902952.500000000, , ,  5627.966126,
 0499-Jan-01 00:00:00, 1903317.500000000, , ,  5618.472303,
 0500-Jan-01 00:00:00, 1903682.500000000, , ,  5608.979827,
 0501-Jan-01 00:00:00, 1904048.500000000, , ,  5599.462726,
 0502-Jan-01 00:00:00, 1904413.500000000, , ,  5589.973036,
 0503-Jan-01 00:00:00, 1904778.500000000, , ,  5580.484783,
 0504-Jan-01 00:00:00, 1905143.500000000, , ,  5570.997996,
 0505-Jan-01 00:00:00, 1905509.500000000, , ,  5561.486720,
 0506-Jan-01 00:00:00, 1905874.500000000, , ,  5552.002961,
 0507-Jan-01 00:00:00, 1906239.500000000, , ,  5542.520758,
 0508-Jan-01 00:00:00, 1906604.500000000, , ,  5533.040142,
 0509-Jan-01 00:00:00, 1906970.500000000, , ,  5523.535176,
 0510-Jan-01 00:00:00, 1907335.500000000, , ,  5514.057829,
 0511-Jan-01 00:00:00, 1907700.500000000, , ,  5504.582159,
 0512-Jan-01 00:00:00, 1908065.500000000, , ,  5495.108197,
 0513-Jan-01 00:00:00, 1908431.500000000, , ,  5485.610023,
 0514-Jan-01 00:00:00, 1908796.500000000, , ,  5476.139570,
 0515-Jan-01 00:00:00, 1909161.500000000, , ,  5466.670915,
 0516-Jan-01 00:00:00, 1909526.500000000, , ,  5457.204088,
 0517-Jan-01 00:00:00, 1909892.500000000, , ,  5447.713189,
 0518-Jan-01 00:00:00, 1910257.500000000, , ,  5438.250113,
 0519-Jan-01 00:00:00, 1910622.500000000, , ,  5428.788954,
 0520-Jan-01 00:00:00, 1910987.500000000, , ,  5419.329744,
 0521-Jan-01 00:00:00, 1911353.500000000, , ,  5409.846604,
 0522-Jan-01 00:00:00, 1911718.500000000, , ,  5400.391386,
 0523-Jan-01 00:00:00, 1912083.500000000, , ,  5390.938206,
 0524-Jan-01 00:00:00, 1912448.500000000, , ,  5381.487095,
 0525-Jan-01 00:00:00, 1912814.500000000, , ,  5372.012198,
 0526-Jan-01 00:00:00, 1913179.500000000, , ,  5362.565319,
 0527-Jan-01 00:00:00, 1913544.500000000, , ,  5353.120600,
 0528-Jan-01 00:00:00, 1913909.500000000, , ,  5343.678070,
 0529-Jan-01 00:00:00, 1914275.500000000, , ,  5334.211898,
 0530-Jan-01 00:00:00, 1914640.500000000, , ,  5324.773842,
 0531-Jan-01 00:00:00, 1915005.500000000, , ,  5315.338065,
 0532-Jan-01 00:00:00, 1915370.500000000, , ,  5305.904597,
 0533-Jan-01 00:00:00, 1915736.500000000, , ,  5296.447634,
 0534-Jan-01 00:00:00, 1916101.500000000, , ,  5287.018881,
 0535-Jan-01 00:00:00, 1916466.500000000, , ,  5277.592529,
 0536-Jan-01 00:00:00, 1916831.500000000, , ,  5268.168606,
 0537-Jan-01 00:00:00, 1917197.500000000, , ,  5258.721335,
 0538-Jan-01 00:00:00, 1917562.500000000, , ,  5249.302368,
 0539-Jan-01 00:00:00, 1917927.500000000, , ,  5239.885922,
 0540-Jan-01 00:00:00, 1918292.500000000, , ,  5230.472026,
 0541-Jan-01 00:00:00, 1918658.500000000, , ,  5221.034930,
 0542-Jan-01 00:00:00, 1919023.500000000, , ,  5211.626231,
 0543-Jan-01 00:00:00, 1919388.500000000, , ,  5202.220173,
 0544-Jan-01 00:00:00, 1919753.500000000, , ,  5192.816786,
 0545-Jan-01 00:00:00, 1920119.500000000, , ,  5183.390348,
 0546-Jan-01 00:00:00, 1920484.500000000, , ,  5173.992399,
 0547-Jan-01 00:00:00, 1920849.500000000, , ,  5164.597211,
 0548-Jan-01 00:00:00, 1921214.500000000, , ,  5155.204815,
 0549-Jan-01 00:00:00, 1921580.500000000, , ,  5145.789518,
 0550-Jan-01 00:00:00, 1921945.500000000, , ,  5136.402801,
 0551-Jan-01 00:00:00, 1922310.500000000, , ,  5127.018965,
 0552-Jan-01 00:00:00, 1922675.500000000, , ,  5117.638041,
 0553-Jan-01 00:00:00, 1923041.500000000, , ,  5108.234369,
 0554-Jan-01 00:00:00, 1923406.500000000, , ,  5098.859366,
 0555-Jan-01 00:00:00, 1923771.500000000, , ,  5089.487364,
 0556-Jan-01 00:00:00, 1924136.500000000, , ,  5080.118395,
 0557-Jan-01 00:00:00, 1924502.500000000, , ,  5070.726831,
 0558-Jan-01 00:00:00, 1924867.500000000, , ,  5061.364023,
 0559-Jan-01 00:00:00, 1925232.500000000, , ,  5052.004337,
