

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
 5443-Jan-01 00:00:00, 3709074.500000000, , ,    69.182695,
 5444-Jan-01 00:00:00, 3709439.500000000, , ,    69.182696,
 5445-Jan-01 00:00:00, 3709805.500000000, , ,    69.182694,
 5446-Jan-01 00:00:00, 3710170.500000000, , ,    69.182680,
 5447-Jan-01 00:00:00, 3710535.500000000, , ,    69.182669,
 5448-Jan-01 00:00:00, 3710900.500000000, , ,    69.182652,
 5449-Jan-01 00:00:00, 3711266.500000000, , ,    69.182653,
 5450-Jan-01 00:00:00, 3711631.500000000, , ,    69.182655,
 5451-Jan-01 00:00:00, 3711996.500000000, , ,    69.182662,
 5452-Jan-01 00:00:00, 3712361.500000000, , ,    69.182677,
 5453-Jan-01 00:00:00, 3712727.500000000, , ,    69.182695,
 5454-Jan-01 00:00:00, 3713092.500000000, , ,    69.182702,
 5455-Jan-01 00:00:00, 3713457.500000000, , ,    69.182711,
 5456-Jan-01 00:00:00, 3713822.500000000, , ,    69.182704,
 5457-Jan-01 00:00:00, 3714188.500000000, , ,    69.182701,
 5458-Jan-01 00:00:00, 3714553.500000000, , ,    69.182687,
 5459-Jan-01 00:00:00, 3714918.500000000, , ,    69.182667,
 5460-Jan-01 00:00:00, 3715283.500000000, , ,    69.182653,
 5461-Jan-01 00:00:00, 3715649.500000000, , ,    69.182653,
 5462-Jan-01 00:00:00, 3716014.500000000, , ,    69.182650,
 5463-Jan-01 00:00:00, 3716379.500000000, , ,    69.182664,
 5464-Jan-01 00:00:00, 3716744.500000000, , ,    69.182671,
 5465-Jan-01 00:00:00, 3717110.500000000, , ,    69.182687,
 5466-Jan-01 00:00:00, 3717475.500000000, , ,    69.182697,
 5467-Jan-01 00:00:00, 3717840.500000000, , ,    69.182697,
 5468-Jan-01 00:00:00, 3718205.500000000, , ,    69.182692,
 5469-Jan-01 00:00:00, 3718571.500000000, , ,    69.182690,
 5470-Jan-01 00:00:00, 3718936.500000000, , ,    69.182671,
 5471-Jan-01 00:00:00, 3719301.500000000, , ,    69.182660,
 5472-Jan-01 00:00:00, 3719666.500000000, , ,    69.182644,
 5473-Jan-01 00:00:00, 3720032.500000000, , ,    69.182644,
 5474-Jan-01 00:00:00, 3720397.500000000, , ,    69.182650,
 5475-Jan-01 00:00:00, 3720762.500000000, , ,    69.182658,
 5476-Jan-01 00:00:00, 3721127.500000000, , ,    69.182670,
 5477-Jan-01 00:00:00, 3721493.500000000, , ,    69.182692,
 5478-Jan-01 00:00:00, 3721858.500000000, , ,    69.182698,
 5479-Jan-01 00:00:00, 3722223.500000000, , ,    69.182705,
 5480-Jan-01 00:00:00, 3722588.500000000, , ,    69.182700,
 5481-Jan-01 00:00:00, 3722954.500000000, , ,    69.182694,
 5482-Jan-01 00:00:00, 3723319.500000000, , ,    69.182683,
 5483-Jan-01 00:00:00, 3723684.500000000, , ,    69.182666,
 5484-Jan-01 00:00:00, 3724049.500000000, , ,    69.182651,
 5485-Jan-01 00:00:00, 3724415.500000000, , ,    69.182657,
 5486-Jan-01 00:00:00, 3724780.500000000, , ,    69.182657,
 5487-Jan-01 00:00:00, 3725145.500000000, , ,    69.182671,
 5488-Jan-01 00:00:00, 3725510.500000000, , ,    69.182681,
 5489-Jan-01 00:00:00, 3725876.500000000, , ,    69.182694,
 5490-Jan-01 00:00:00, 3726241.500000000, , ,    69.182704,
 5491-Jan-01 00:00:00, 3726606.500000000, , ,    69.182702,
 5492-Jan-01 00:00:00, 3726971.500000000, , ,    69.182691,
 5493-Jan-01 00:00:00, 3727337.500000000, , ,    69.182690,
 5494-Jan-01 00:00:00, 3727702.500000000, , ,    69.182670,
 5495-Jan-01 00:00:00, 3728067.500000000, , ,    69.182656,
 5496-Jan-01 00:00:00, 3728432.500000000, , ,    69.182643,
 5497-Jan-01 00:00:00, 3728798.500000000, , ,    69.182643,
 5498-Jan-01 00:00:00, 3729163.500000000, , ,    69.182650,
 5499-Jan-01 00:00:00, 3729528.500000000, , ,    69.182661,
 5500-Jan-01 00:00:00, 3729893.500000000, , ,    69.182668,
 5501-Jan-01 00:00:00, 3730258.500000000, , ,    69.182678,
 5502-Jan-01 00:00:00, 3730623.500000000, , ,    69.182682,
 5503-Jan-01 00:00:00, 3730988.500000000, , ,    69.182684,
 5504-Jan-01 00:00:00, 3731353.500000000, , ,    69.182678,
 5505-Jan-01 00:00:00, 3731719.500000000, , ,    69.182670,
 5506-Jan-01 00:00:00, 3732084.500000000, , ,    69.182657,
 5507-Jan-01 00:00:00, 3732449.500000000, , ,    69.182644,
 5508-Jan-01 00:00:00, 3732814.500000000, , ,    69.182630,
 5509-Jan-01 00:00:00, 3733180.500000000, , ,    69.182639,
 5510-Jan-01 00:00:00, 3733545.500000000, , ,    69.182646,
 5511-Jan-01 00:00:00, 3733910.500000000, , ,    69.182659,
 5512-Jan-01 00:00:00, 3734275.500000000, , ,    69.182672,
 5513-Jan-01 00:00:00, 3734641.500000000, , ,    69.182687,
 5514-Jan-01 00:00:00, 3735006.500000000, , ,    69.182694,
 5515-Jan-01 00:00:00, 3735371.500000000, , ,    69.182695,
 5516-Jan-01 00:00:00, 3735736.500000000, , ,    69.182681,
 5517-Jan-01 00:00:00, 3736102.500000000, , ,    69.182677,
 5518-Jan-01 00:00:00, 3736467.500000000, , ,    69.182660,
 5519-Jan-01 00:00:00, 3736832.500000000, , ,    69.182643,
 5520-Jan-01 00:00:00, 3737197.500000000, , ,    69.182632,
 5521-Jan-01 00:00:00, 3737563.500000000, , ,    69.182635,
 5522-Jan-01 00:00:00, 3737928.500000000, , ,    69.182642,
 5523-Jan-01 00:00:00, 3738293.500000000, , ,    69.182655,
 5524-Jan-01 00:00:00, 3738658.500000000, , ,    69.182661,
 5525-Jan-01 00:00:00, 3739024.500000000, , ,    69.182679,
 5526-Jan-01 00:00:00, 3739389.500000000, , ,    69.182684,
 5527-Jan-01 00:00:00, 3739754.500000000, , ,    69.182680,
 5528-Jan-01 00:00:00, 3740119.500000000, , ,    69.182670,
 5529-Jan-01 00:00:00, 3740485.500000000, , ,    69.182664,
 5530-Jan-01 00:00:00, 3740850.500000000, , ,    69.182647,
 5531-Jan-01 00:00:00, 3741215.500000000, , ,    69.182635,
 5532-Jan-01 00:00:00, 3741580.500000000, , ,    69.182623,
 5533-Jan-01 00:00:00, 3741946.500000000, , ,    69.182632,
 5534-Jan-01 00:00:00, 3742311.500000000, , ,    69.182643,
 5535-Jan-01 00:00:00, 3742676.500000000, , ,    69.182655,
 5536-Jan-01 00:00:00, 3743041.500000000, , ,    69.182666,
 5537-Jan-01 00:00:00, 3743407.500000000, , ,    69.182684,
 5538-Jan-01 00:00:00, 3743772.500000000, , ,    69.182688,
 5539-Jan-01 00:00:00, 3744137.500000000, , ,    69.182688,
 5540-Jan-01 00:00:00, 3744502.500000000, , ,    69.182676,
 5541-Jan-01 00:00:00, 3744868.500000000, , ,    69.182670,
 5542-Jan-01 00:00:00, 3745233.500000000, , ,    69.182657,
 5543-Jan-01 00:00:00, 3745598.500000000, , ,    69.182643,
 5544-Jan-01 00:00:00, 3745963.500000000, , ,    69.182633,
 5545-Jan-01 00:00:00, 3746329.500000000, , ,    69.182643,
 5546-Jan-01 00:00:00, 3746694.500000000, , ,    69.182651,
 5547-Jan-01 00:00:00, 3747059.500000000, , ,    69.182664,
 5548-Jan-01 00:00:00, 3747424.500000000, , ,    69.182671,
 5549-Jan-01 00:00:00, 3747790.500000000, , ,    69.182685,
 5550-Jan-01 00:00:00, 3748155.500000000, , ,    69.182689,
 5551-Jan-01 00:00:00, 3748520.500000000, , ,    69.182684,
 5552-Jan-01 00:00:00, 3748885.500000000, , ,    69.182668,
 5553-Jan-01 00:00:00, 3749251.500000000, , ,    69.182662,
 5554-Jan-01 00:00:00, 3749616.500000000, , ,    69.182644,
 5555-Jan-01 00:00:00, 3749981.500000000, , ,    69.182631,
 5556-Jan-01 00:00:00, 3750346.500000000, , ,    69.182622,
 5557-Jan-01 00:00:00, 3750712.500000000, , ,    69.182631,
 5558-Jan-01 00:00:00, 3751077.500000000, , ,    69.182643,
 5559-Jan-01 00:00:00, 3751442.500000000, , ,    69.182656,
 5560-Jan-01 00:00:00, 3751807.500000000, , ,    69.182662,
 5561-Jan-01 00:00:00, 3752173.500000000, , ,    69.182681,
 5562-Jan-01 00:00:00, 3752538.500000000, , ,    69.182683,
 5563-Jan-01 00:00:00, 3752903.500000000, , ,    69.182679,
 5564-Jan-01 00:00:00, 3753268.500000000, , ,    69.182667,
 5565-Jan-01 00:00:00, 3753634.500000000, , ,    69.182659,
 5566-Jan-01 00:00:00, 3753999.500000000, , ,    69.182646,
 5567-Jan-01 00:00:00, 3754364.500000000, , ,    69.182636,
 5568-Jan-01 00:00:00, 3754729.500000000, , ,    69.182626,
 5569-Jan-01 00:00:00, 3755095.500000000, , ,    69.182643,
 5570-Jan-01 00:00:00, 3755460.500000000, , ,    69.182654,
 5571-Jan-01 00:00:00, 3755825.500000000, , ,    69.182666,
 5572-Jan-01 00:00:00, 3756190.500000000, , ,    69.182676,
 5573-Jan-01 00:00:00, 3756556.500000000, , ,    69.182689,
 5574-Jan-01 00:00:00, 3756921.500000000, , ,    69.182692,
 5575-Jan-01 00:00:00, 3757286.500000000, , ,    69.182688,
 5576-Jan-01 00:00:00, 3757651.500000000, , ,    69.182668,
 5577-Jan-01 00:00:00, 3758017.500000000, , ,    69.182664,
 5578-Jan-01 00:00:00, 3758382.500000000, , ,    69.182647,
 5579-Jan-01 00:00:00, 3758747.500000000, , ,    69.182632,
 5580-Jan-01 00:00:00, 3759112.500000000, , ,    69.182626,
 5581-Jan-01 00:00:00, 3759478.500000000, , ,    69.182637,
 5582-Jan-01 00:00:00, 3759843.500000000, , ,    69.182647,
 5583-Jan-01 00:00:00, 3760208.500000000, , ,    69.182661,
 5584-Jan-01 00:00:00, 3760573.500000000, , ,    69.182663,
 5585-Jan-01 00:00:00, 3760939.500000000, , ,    69.182680,
 5586-Jan-01 00:00:00, 3761304.500000000, , ,    69.182681,
 5587-Jan-01 00:00:00, 3761669.500000000, , ,    69.182671,
 5588-Jan-01 00:00:00, 3762034.500000000, , ,    69.182658,
 5589-Jan-01 00:00:00, 3762400.500000000, , ,    69.182649,
 5590-Jan-01 00:00:00, 3762765.500000000, , ,    69.182634,
 5591-Jan-01 00:00:00, 3763130.500000000, , ,    69.182627,
 5592-Jan-01 00:00:00, 3763495.500000000, , ,    69.182619,
 5593-Jan-01 00:00:00, 3763861.500000000, , ,    69.182637,
 5594-Jan-01 00:00:00, 3764226.500000000, , ,    69.182651,
 5595-Jan-01 00:00:00, 3764591.500000000, , ,    69.182661,
 5596-Jan-01 00:00:00, 3764956.500000000, , ,    69.182671,
 5597-Jan-01 00:00:00, 3765322.500000000, , ,    69.182686,
 5598-Jan-01 00:00:00, 3765687.500000000, , ,    69.182685,
 5599-Jan-01 00:00:00, 3766052.500000000, , ,    69.182681,
 5600-Jan-01 00:00:00, 3766417.500000000, , ,    69.182662,
 5601-Jan-01 00:00:00, 3766783.500000000, , ,    69.182656,
 5602-Jan-01 00:00:00, 3767148.500000000, , ,    69.182645,
 5603-Jan-01 00:00:00, 3767513.500000000, , ,    69.182631,
 5604-Jan-01 00:00:00, 3767878.500000000, , ,    69.182629,
 5605-Jan-01 00:00:00, 3768244.500000000, , ,    69.182645,
 5606-Jan-01 00:00:00, 3768609.500000000, , ,    69.182654,
 5607-Jan-01 00:00:00, 3768974.500000000, , ,    69.182668,
 5608-Jan-01 00:00:00, 3769339.500000000, , ,    69.182671,
 5609-Jan-01 00:00:00, 3769705.500000000, , ,    69.182684,
 5610-Jan-01 00:00:00, 3770070.500000000, , ,    69.182684,
 5611-Jan-01 00:00:00, 3770435.500000000, , ,    69.182671,
 5612-Jan-01 00:00:00, 3770800.500000000, , ,    69.182653,
 5613-Jan-01 00:00:00, 3771166.500000000, , ,    69.182646,
 5614-Jan-01 00:00:00, 3771531.500000000, , ,    69.182628,
 5615-Jan-01 00:00:00, 3771896.500000000, , ,    69.182622,
 5616-Jan-01 00:00:00, 3772261.500000000, , ,    69.182616,
 5617-Jan-01 00:00:00, 3772627.500000000, , ,    69.182632,
 5618-Jan-01 00:00:00, 3772992.500000000, , ,    69.182649,
 5619-Jan-01 00:00:00, 3773357.500000000, , ,    69.182658,
 5620-Jan-01 00:00:00, 3773722.500000000, , ,    69.182664,
 5621-Jan-01 00:00:00, 3774088.500000000, , ,    69.182680,
 5622-Jan-01 00:00:00, 3774453.500000000, , ,    69.182675,
 5623-Jan-01 00:00:00, 3774818.500000000, , ,    69.182670,
 5624-Jan-01 00:00:00, 3775183.500000000, , ,    69.182652,
 5625-Jan-01 00:00:00, 3775549.500000000, , ,    69.182645,
 5626-Jan-01 00:00:00, 3775914.500000000, , ,    69.182637,
 5627-Jan-01 00:00:00, 3776279.500000000, , ,    69.182627,
 5628-Jan-01 00:00:00, 3776644.500000000, , ,    69.182626,
 5629-Jan-01 00:00:00, 3777010.500000000, , ,    69.182648,
 5630-Jan-01 00:00:00, 3777375.500000000, , ,    69.182657,
 5631-Jan-01 00:00:00, 3777740.500000000, , ,    69.182671,
 5632-Jan-01 00:00:00, 3778105.500000000, , ,    69.182676,
 5633-Jan-01 00:00:00, 3778471.500000000, , ,    69.182686,
 5634-Jan-01 00:00:00, 3778836.500000000, , ,    69.182686,
 5635-Jan-01 00:00:00, 3779201.500000000, , ,    69.182673,
 5636-Jan-01 00:00:00, 3779566.500000000, , ,    69.182652,
 5637-Jan-01 00:00:00, 3779932.500000000, , ,    69.182648,
 5638-Jan-01 00:00:00, 3780297.500000000, , ,    69.182631,
 5639-Jan-01 00:00:00, 3780662.500000000, , ,    69.182625,
 5640-Jan-01 00:00:00, 3781027.500000000, , ,    69.182624,
 5641-Jan-01 00:00:00, 3781393.500000000, , ,    69.182639,
 5642-Jan-01 00:00:00, 3781758.500000000, , ,    69.182655,
 5643-Jan-01 00:00:00, 3782123.500000000, , ,    69.182663,
 5644-Jan-01 00:00:00, 3782488.500000000, , ,    69.182665,
 5645-Jan-01 00:00:00, 3782854.500000000, , ,    69.182679,
 5646-Jan-01 00:00:00, 3783219.500000000, , ,    69.182671,
 5647-Jan-01 00:00:00, 3783584.500000000, , ,    69.182660,
 5648-Jan-01 00:00:00, 3783949.500000000, , ,    69.182643,
 5649-Jan-01 00:00:00, 3784315.500000000, , ,    69.182635,
 5650-Jan-01 00:00:00, 3784680.500000000, , ,    69.182627,
 5651-Jan-01 00:00:00, 3785045.500000000, , ,    69.182622,
 5652-Jan-01 00:00:00, 3785410.500000000, , ,    69.182620,
 5653-Jan-01 00:00:00, 3785776.500000000, , ,    69.182645,
 5654-Jan-01 00:00:00, 3786141.500000000, , ,    69.182656,
 5655-Jan-01 00:00:00, 3786506.500000000, , ,    69.182668,
 5656-Jan-01 00:00:00, 3786871.500000000, , ,    69.182675,
 5657-Jan-01 00:00:00, 3787237.500000000, , ,    69.182684,
 5658-Jan-01 00:00:00, 3787602.500000000, , ,    69.182683,
 5659-Jan-01 00:00:00, 3787967.500000000, , ,    69.182671,
 5660-Jan-01 00:00:00, 3788332.500000000, , ,    69.182649,
 5661-Jan-01 00:00:00, 3788698.500000000, , ,    69.182646,
 5662-Jan-01 00:00:00, 3789063.500000000, , ,    69.182633,
 5663-Jan-01 00:00:00, 3789428.500000000, , ,    69.182627,
 5664-Jan-01 00:00:00, 3789793.500000000, , ,    69.182630,
 5665-Jan-01 00:00:00, 3790159.500000000, , ,    69.182648,
 5666-Jan-01 00:00:00, 3790524.500000000, , ,    69.182662,
 5667-Jan-01 00:00:00, 3790889.500000000, , ,    69.182672,
 5668-Jan-01 00:00:00, 3791254.500000000, , ,    69.182671,
 5669-Jan-01 00:00:00, 3791620.500000000, , ,    69.182682,
 5670-Jan-01 00:00:00, 3791985.500000000, , ,    69.182674,
 5671-Jan-01 00:00:00, 3792350.500000000, , ,    69.182658,
 5672-Jan-01 00:00:00, 3792715.500000000, , ,    69.182640,
 5673-Jan-01 00:00:00, 3793081.500000000, , ,    69.182632,
 5674-Jan-01 00:00:00, 3793446.500000000, , ,    69.182622,
 5675-Jan-01 00:00:00, 3793811.500000000, , ,    69.182620,
 5676-Jan-01 00:00:00, 3794176.500000000, , ,    69.182619,
 5677-Jan-01 00:00:00, 3794542.500000000, , ,    69.182642,
 5678-Jan-01 00:00:00, 3794907.500000000, , ,    69.182654,
 5679-Jan-01 00:00:00, 3795272.500000000, , ,    69.182662,
 5680-Jan-01 00:00:00, 3795637.500000000, , ,    69.182667,
 5681-Jan-01 00:00:00, 3796003.500000000, , ,    69.182676,
 5682-Jan-01 00:00:00, 3796368.500000000, , ,    69.182670,
 5683-Jan-01 00:00:00, 3796733.500000000, , ,    69.182660,
 5684-Jan-01 00:00:00, 3797098.500000000, , ,    69.182639,
 5685-Jan-01 00:00:00, 3797464.500000000, , ,    69.182636,
 5686-Jan-01 00:00:00, 3797829.500000000, , ,    69.182629,
 5687-Jan-01 00:00:00, 3798194.500000000, , ,    69.182625,
 5688-Jan-01 00:00:00, 3798559.500000000, , ,    69.182631,
 5689-Jan-01 00:00:00, 3798925.500000000, , ,    69.182654,
 5690-Jan-01 00:00:00, 3799290.500000000, , ,    69.182666,
 5691-Jan-01 00:00:00, 3799655.500000000, , ,    69.182677,
 5692-Jan-01 00:00:00, 3800020.500000000, , ,    69.182676,
 5693-Jan-01 00:00:00, 3800386.500000000, , ,    69.182683,
 5694-Jan-01 00:00:00, 3800751.500000000, , ,    69.182676,
 5695-Jan-01 00:00:00, 3801116.500000000, , ,    69.182658,
 5696-Jan-01 00:00:00, 3801481.500000000, , ,    69.182637,
 5697-Jan-01 00:00:00, 3801847.500000000, , ,    69.182633,
 5698-Jan-01 00:00:00, 3802212.500000000, , ,    69.182623,
 5699-Jan-01 00:00:00, 3802577.500000000, , ,    69.182623,
 5700-Jan-01 00:00:00, 3802942.500000000, , ,    69.182626,
 5701-Jan-01 00:00:00, 3803307.500000000, , ,    69.182635,
 5702-Jan-01 00:00:00, 3803672.500000000, , ,    69.182648,
 5703-Jan-01 00:00:00, 3804037.500000000, , ,    69.182655,
 5704-Jan-01 00:00:00, 3804402.500000000, , ,    69.182654,
 5705-Jan-01 00:00:00, 3804768.500000000, , ,    69.182663,
 5706-Jan-01 00:00:00, 3805133.500000000, , ,    69.182653,
 5707-Jan-01 00:00:00, 3805498.500000000, , ,    69.182639,
 5708-Jan-01 00:00:00, 3805863.500000000, , ,    69.182620,
 5709-Jan-01 00:00:00, 3806229.500000000, , ,    69.182614,
 5710-Jan-01 00:00:00, 3806594.500000000, , ,    69.182610,
 5711-Jan-01 00:00:00, 3806959.500000000, , ,    69.182610,
 5712-Jan-01 00:00:00, 3807324.500000000, , ,    69.182615,
 5713-Jan-01 00:00:00, 3807690.500000000, , ,    69.182641,
 5714-Jan-01 00:00:00, 3808055.500000000, , ,    69.182654,
 5715-Jan-01 00:00:00, 3808420.500000000, , ,    69.182663,
 5716-Jan-01 00:00:00, 3808785.500000000, , ,    69.182665,
 5717-Jan-01 00:00:00, 3809151.500000000, , ,    69.182669,
 5718-Jan-01 00:00:00, 3809516.500000000, , ,    69.182662,
 5719-Jan-01 00:00:00, 3809881.500000000, , ,    69.182647,
 5720-Jan-01 00:00:00, 3810246.500000000, , ,    69.182625,
 5721-Jan-01 00:00:00, 3810612.500000000, , ,    69.182625,
 5722-Jan-01 00:00:00, 3810977.500000000, , ,    69.182618,
 5723-Jan-01 00:00:00, 3811342.500000000, , ,    69.182618,
 5724-Jan-01 00:00:00, 3811707.500000000, , ,    69.182625,
 5725-Jan-01 00:00:00, 3812073.500000000, , ,    69.182644,
 5726-Jan-01 00:00:00, 3812438.500000000, , ,    69.182655,
 5727-Jan-01 00:00:00, 3812803.500000000, , ,    69.182662,
 5728-Jan-01 00:00:00, 3813168.500000000, , ,    69.182657,
 5729-Jan-01 00:00:00, 3813534.500000000, , ,    69.182663,
 5730-Jan-01 00:00:00, 3813899.500000000, , ,    69.182653,
 5731-Jan-01 00:00:00, 3814264.500000000, , ,    69.182634,
 5732-Jan-01 00:00:00, 3814629.500000000, , ,    69.182616,
 5733-Jan-01 00:00:00, 3814995.500000000, , ,    69.182611,
 5734-Jan-01 00:00:00, 3815360.500000000, , ,    69.182606,
 5735-Jan-01 00:00:00, 3815725.500000000, , ,    69.182610,
 5736-Jan-01 00:00:00, 3816090.500000000, , ,    69.182615,
 5737-Jan-01 00:00:00, 3816456.500000000, , ,    69.182639,
 5738-Jan-01 00:00:00, 3816821.500000000, , ,    69.182653,
 5739-Jan-01 00:00:00, 3817186.500000000, , ,    69.182657,
 5740-Jan-01 00:00:00, 3817551.500000000, , ,    69.182657,
 5741-Jan-01 00:00:00, 3817917.500000000, , ,    69.182661,
 5742-Jan-01 00:00:00, 3818282.500000000, , ,    69.182650,
 5743-Jan-01 00:00:00, 3818647.500000000, , ,    69.182636,
 5744-Jan-01 00:00:00, 3819012.500000000, , ,    69.182616,
 5745-Jan-01 00:00:00, 3819378.500000000, , ,    69.182617,
 5746-Jan-01 00:00:00, 3819743.500000000, , ,    69.182617,
 5747-Jan-01 00:00:00, 3820108.500000000, , ,    69.182619,
 5748-Jan-01 00:00:00, 3820473.500000000, , ,    69.182629,
 5749-Jan-01 00:00:00, 3820839.500000000, , ,    69.182651,
 5750-Jan-01 00:00:00, 3821204.500000000, , ,    69.182660,
 5751-Jan-01 00:00:00, 3821569.500000000, , ,    69.182668,
 5752-Jan-01 00:00:00, 3821934.500000000, , ,    69.182662,
 5753-Jan-01 00:00:00, 3822300.500000000, , ,    69.182665,
 5754-Jan-01 00:00:00, 3822665.500000000, , ,    69.182655,
 5755-Jan-01 00:00:00, 3823030.500000000, , ,    69.182633,
 5756-Jan-01 00:00:00, 3823395.500000000, , ,    69.182614,
 5757-Jan-01 00:00:00, 3823761.500000000, , ,    69.182613,
 5758-Jan-01 00:00:00, 3824126.500000000, , ,    69.182607,
 5759-Jan-01 00:00:00, 3824491.500000000, , ,    69.182613,
 5760-Jan-01 00:00:00, 3824856.500000000, , ,    69.182619,
 5761-Jan-01 00:00:00, 3825222.500000000, , ,    69.182639,
 5762-Jan-01 00:00:00, 3825587.500000000, , ,    69.182654,
 5763-Jan-01 00:00:00, 3825952.500000000, , ,    69.182655,
 5764-Jan-01 00:00:00, 3826317.500000000, , ,    69.182651,
 5765-Jan-01 00:00:00, 3826683.500000000, , ,    69.182655,
 5766-Jan-01 00:00:00, 3827048.500000000, , ,    69.182640,
 5767-Jan-01 00:00:00, 3827413.500000000, , ,    69.182625,
 5768-Jan-01 00:00:00, 3827778.500000000, , ,    69.182607,
 5769-Jan-01 00:00:00, 3828144.500000000, , ,    69.182606,
 5770-Jan-01 00:00:00, 3828509.500000000, , ,    69.182610,
 5771-Jan-01 00:00:00, 3828874.500000000, , ,    69.182614,
 5772-Jan-01 00:00:00, 3829239.500000000, , ,    69.182624,
 5773-Jan-01 00:00:00, 3829605.500000000, , ,    69.182649,
 5774-Jan-01 00:00:00, 3829970.500000000, , ,    69.182657,
 5775-Jan-01 00:00:00, 3830335.500000000, , ,    69.182663,
 5776-Jan-01 00:00:00, 3830700.500000000, , ,    69.182659,
 5777-Jan-01 00:00:00, 3831066.500000000, , ,    69.182659,
 5778-Jan-01 00:00:00, 3831431.500000000, , ,    69.182651,
 5779-Jan-01 00:00:00, 3831796.500000000, , ,    69.182631,
 5780-Jan-01 00:00:00, 3832161.500000000, , ,    69.182613,
 5781-Jan-01 00:00:00, 3832527.500000000, , ,    69.182617,
 5782-Jan-01 00:00:00, 3832892.500000000, , ,    69.182613,
 5783-Jan-01 00:00:00, 3833257.500000000, , ,    69.182620,
 5784-Jan-01 00:00:00, 3833622.500000000, , ,    69.182629,
 5785-Jan-01 00:00:00, 3833988.500000000, , ,    69.182646,
 5786-Jan-01 00:00:00, 3834353.500000000, , ,    69.182659,
 5787-Jan-01 00:00:00, 3834718.500000000, , ,    69.182659,
 5788-Jan-01 00:00:00, 3835083.500000000, , ,    69.182650,
 5789-Jan-01 00:00:00, 3835449.500000000, , ,    69.182654,
 5790-Jan-01 00:00:00, 3835814.500000000, , ,    69.182636,
 5791-Jan-01 00:00:00, 3836179.500000000, , ,    69.182617,
 5792-Jan-01 00:00:00, 3836544.500000000, , ,    69.182602,
 5793-Jan-01 00:00:00, 3836910.500000000, , ,    69.182600,
 5794-Jan-01 00:00:00, 3837275.500000000, , ,    69.182606,
 5795-Jan-01 00:00:00, 3837640.500000000, , ,    69.182613,
 5796-Jan-01 00:00:00, 3838005.500000000, , ,    69.182620,
 5797-Jan-01 00:00:00, 3838371.500000000, , ,    69.182646,
 5798-Jan-01 00:00:00, 3838736.500000000, , ,    69.182654,
 5799-Jan-01 00:00:00, 3839101.500000000, , ,    69.182656,
 5800-Jan-01 00:00:00, 3839466.500000000, , ,    69.182653,
 5801-Jan-01 00:00:00, 3839831.500000000, , ,    69.182640,
 5802-Jan-01 00:00:00, 3840196.500000000, , ,    69.182630,
 5803-Jan-01 00:00:00, 3840561.500000000, , ,    69.182614,
 5804-Jan-01 00:00:00, 3840926.500000000, , ,    69.182596,
 5805-Jan-01 00:00:00, 3841292.500000000, , ,    69.182604,
 5806-Jan-01 00:00:00, 3841657.500000000, , ,    69.182607,
 5807-Jan-01 00:00:00, 3842022.500000000, , ,    69.182613,
 5808-Jan-01 00:00:00, 3842387.500000000, , ,    69.182626,
 5809-Jan-01 00:00:00, 3842753.500000000, , ,    69.182644,
 5810-Jan-01 00:00:00, 3843118.500000000, , ,    69.182655,
 5811-Jan-01 00:00:00, 3843483.500000000, , ,    69.182656,
 5812-Jan-01 00:00:00, 3843848.500000000, , ,    69.182645,
 5813-Jan-01 00:00:00, 3844214.500000000, , ,    69.182646,
 5814-Jan-01 00:00:00, 3844579.500000000, , ,    69.182630,
 5815-Jan-01 00:00:00, 3844944.500000000, , ,    69.182608,
